   93664	pistää_silmä	 idiomatic	Heidän joukostaan minä pistin silmääsi senvuoksi , etten ollut ollenkaan _heidän_ kaltaisensa .
 4740208	avata_silmä	   literal	Kun hän avasi silmänsä , seisoi Anna hänen vieressään silellen jähdyttävällä kädellään hänen polttavaa otsaansa ja katsellen häntä sääliväisyydellä ja levottomuudella .
 4744219	avata_silmä	   literal	Silloin liikutti hän sormiaan aivan hiljaa ja hän tahtoi avata silmänsä -- mutta ne olivat niin raukeat ... -- Mitä tahdot ?
 4744235	avata_silmä	   literal	Olen itse valvonut , valvonut keskellä yötä , ja kun avasin silmäni , seisoi hän vuoteeni vieressä , jalkapäässä -- ilmielävänä , niin elävänä kuin hän itse eli ja liikkui ... -- Ja seuraavana päivänä , kun kohtasimme toisemme kahvilassa , sanoi hän minulle nauraen täyttä kurkkua : -- No , näithän minut eilen illalla ?
 4744831	avata_silmä	   literal	Crangier avasi silmänsä : Ja , suonien selvästi kuvastuessa hänen värisevillä ohimoillaan , saneli hän kohtauksensa kuin hän lukisi sana sanalta kivitaulusta -- ja minun silmäni tuijottivat rävähtämättä hänen silmiinsä .
 4770878	avata_silmä	   literal	Avasin silmäni ja näin rakastajattareni seisovan vuoteeni vieressä , kädet ristissä , kuin haamu .
 4772279	avata_silmä	   literal	Marco avasi silmänsä ja näki minun istuvan pitäen kädessäni hänen kirjettään .
 4784216	avata_silmä	   literal	Hän avasi silmänsä katsoakseen , mutta ei nähnyt mitään .
 4805060	avata_silmä	 idiomatic	Kun Jumala on nähnyt hyväksi temmata minut kuin kekäleen tulesta ja avata silmäni , kun hän on sallinut minun löytää elämän ja valon ja levon Vapahtajani sydämellä ja tuta hänen piinansa osallisuuden ja hänen ylösnousemuksensa voiman , niin en tahdo panna kynttilääni vakan alle , niin tiedän , että hän , joka on ottanut tämänkin syntisen , tämänkin tomun omakseen , voi ja tahtoo antaa minulle armoa ja voimaa sieluin ja ruumiin häntä palvellakseni ja ihmisille julistaakseni hänen armonsa runsautta .
 4806798	avata_silmä	 idiomatic	-- -- Suuri Jumalan armo oli , että hän ajoissa avasi silmämme ja me näimme vaaran .
 4809401	avata_silmä	   literal	Hän avaa silmänsä -- ei ole ketään .
 4809726	avata_silmä	   literal	Minä avasin silmäni : aamu koitti .
 4810825	avata_silmä	   literal	Vahtimestari avasi silmänsä ja nousi tuolilta .
 4815161	avata_silmä	   literal	Jo avasi silmänsä suuriksi ikään kuin moinen ajatus ei koskaan olisi juolahtanut hänen mieleensä .
 4815626	avata_silmä	   literal	Amy avasi silmänsä aivan kuin olisi kuullut hänen sanansa ja ojensi käsivartensa hymyillen tavalla , joka tunkeutui suoraan Jon sydämeen .
 4823833	avata_silmä	 idiomatic	Hänen suuri kuolemansahan avasi silmäni näkemään tämän rakkauden äärettömyyttä .
 4824564	avata_silmä	 idiomatic	( Toinen asia on , että tämä luottamus sitten avaa silmät näkemään paljon semmoista , johon järki sitä ennen ei ole voinut ulottua . )
 4826285	avata_silmä	   literal	Charles aavisti vaistomaisesti Eugénien olevan vieressään , hän avasi silmänsä ja näki hänen liikutettuna seisovan edessään .
 4828051	avata_silmä	   literal	Niin pian kun hän saattoi avata silmänsä , jotka jo olivat aivan elottomat , käänsi hän ne työhuoneensa ovea kohti , jossa olivat hänen kalleutensa , ja sanoi tyttärelleen : -- Onko kaikki tallessa ?
 4832321	avata_silmä	   literal	Avatessaan silmänsä näki hän jo vaunujen toistensa jälkeen pyörivän kiireistä vauhtia marskia pitkin ja lähenevän taloa .
 4837666	avata_silmä	   literal	Sven vaan odotti , että äiti heräisi , avaisi silmänsä ja hymyillen kertoisi , että kaikki kivut ja tuskat jo olivat loppuneet .
 4837851	avata_silmä	   literal	`` Kohta sen perästä äiti taas avasi silmänsä ja sanoi : Syleile isää minun puolestani . ''
 4848147	avata_silmä	   literal	Väkevä paloviina tehosi heti ; Vabi avasi silmänsä ja tuijotti postimiehen pakkasen puremia kasvoja .
 4848187	avata_silmä	   literal	Seuraavassa tuokiossa Vabi avasi jo silmänsä ja nähdessään Rodin huolestuneet kasvot hymyili heikosti .
 4848195	avata_silmä	   literal	Tuntui kuluvan kiduttavan pitkä aika ennen kuin Vabi jälleen avasi silmänsä , ja kuitenkin sitä kesti vain muutaman minuutin .
 4848794	avata_silmä	   literal	Eräänä aamuna hänestä tuntui kuin hän olisi herännyt painajaismaisesta unesta , missä häntä oli kärvennetty yhtämittaisella tulella , mutta avatessaan silmänsä hän näki Minnetakin istuvan vieressään .
 4848923	avata_silmä	   literal	Hän avasi silmänsä , mutta näki vain mustaa vesimassaa .
 4848934	avata_silmä	   literal	Hän avasi silmänsä ja näki Mukokin ja Vabin .
 4853665	avata_silmä	   literal	Kun hän avasi silmänsä , näki hän pienessä kammarissaan kaksi outoa miestä , jotka olivat poliisin virkapukuun puetut .
 4854375	avata_silmä	   literal	Siellä iski Ruoti-Liisa nimismiehen käskystä vanhan Pietarin suonta , ja tunti takaperin tointui tämä , avasi silmänsä ja huudahti uudelleen : 'Poikani , minun poikani ! '
 4858438	avata_silmä	   literal	Kun matkalaisemme avasi silmänsä , huomasi hän olevansa pääoven kosteain ja sammaltuneitten portaitten edessä .
 4858449	avata_silmä	   literal	-- Avaa silmäsi , -- sanoi haamu .
 4874502	avata_silmä	   literal	Kun hän taas avasi silmänsä , yhtyivät ne kapteiniin , joka laskemalla sormen huulillensa antoi hänelle merkin olla ääneti .
 4878446	avata_silmä	   literal	Kun Petra aamulla avasi silmänsä , oli hän ollut auringon joka taholta kirkastamassa metsässä , missä kaikki puut olivat kultahaapoja , ja niistä riippui pitkiä loistavia terttuja , jotka melkein koskivat häneen , kun hän niiden välitse kulki .
 4879798	avata_silmä	   literal	lausui Eerikki ja avasi silmänsä kokonaan , mutta ummisti ne jälleen ja alkoi : `` Kuin multa kullan rinnalla Katolilainen on -- '' '' Kuule nyt , Eerikki , jos et voi olla vaiti , niin saat mennä ulos täältä .
 4884987	avata_silmä	   literal	Kun hän avasi silmänsä , istui Gottfried-eno hänen vuoteensa jalkopäässä .
 4901939	avata_silmä	   literal	kysyi hän , kun nainen hetken päästä avasi silmänsä ja loi ne häneen .
 4905810	avata_silmä	   literal	Kun hän jälleen avasi silmänsä , paistoi aurinko huoneeseen ja viileä tuoksuva tuuli puhalsi avoimesta ovesta .
 4920280	avata_silmä	   literal	Ja niinkuin lapsi suloisella leletyksellänsä herättää äitiä , niin näyttivät Vent'in kellon äänet aurinkoa herättäneen ; se avasi silmänsä ja ensimäisen silmäyksensä säteet loistivat lumi-vuorien yli , luoden idässä vuorien huipuista äärettömän , leimuavan rovion .
 4920833	avata_silmä	   literal	Oli pimeä yö , kun Wappu avasi silmänsä jälleen ; valkea oli sammunut , kellon-soitto vaiennut , alhaalta syvyydestä kuului Achen yksitoikkoinen kohina ja korkealla taivahalla loisti yksinäinen tähti .
 4920880	avata_silmä	   literal	-- kuuli Wappu lausuttavan , ja kun hän avasi silmänsä , oli jo kirkas päivä eikä kukaan muu kuin kirkkoherra itse seisonut hänen edessään .
 4922190	avata_silmä	   literal	Kun kohtasi lapsen , otti hän sen käsivarrelleen ja kertoi , että Karhu-Jooseppi Pietarin-Paavalin päivänä tulisi tänne , hän , joka oli voittanut suuren karhun ja pelastanut `` Lampaan '' isännän pienen Liisan pahan sonnin vallasta ; silloin heidän oikein piti avata silmänsä ja katsoa kuinka kaunis , kuinka suuri hän oli -- semmoista ihmistä he eivät koskaan ennen olleet nähneet eikä semmoista maailmassa toista ollutkaan kuin Jooseppi !
 4930713	avata_silmä	 idiomatic	Ja tämän kaiken ilmoittaa hän minulle -- avaa silmäni näkemään paimeneksi puetun suden , -- kun en enää voi tehdä tekemättömiksi toimiani , jotka yhdessä lukkarin toimien kanssa ovat antaa hänelle voiton !
 4942891	avata_silmä	   literal	Rakas , ota minut povellesi , avaa silmiesi salaisuus ja katso minun pikku sieluuni .
 4943119	avata_silmä	   literal	Hän avasi silmänsä ja nosti kätensä huutaen : -- Auttakaa , auttakaa !
 4953171	avata_silmä	   literal	-- Hän avasi silmänsä , hämmästyi , ja vihdoin sanoi hän : '' No -- minä luulin todellakin osaavani höyrylaivan ohjaustaidon , mutta nyt näen erehtyneeni ! ''
 4962488	avata_silmä	   literal	Mutta kun puhe erittäin koski kotimaata , silloin sanoja kannatti hehkuva isänmaanrakkaus , ja puhuja avasi silmät näkemään , että meilläkin on ollut arvokasta ja suurta ja että edellytyksiä on olemassa yhä suuremmalle .
 4968807	avata_silmä	   literal	Kun ei enää kuulunut eikä näkynyt susia , rohkeni wanhempi waimo awata silmiänsä ja ihmeekseen näki hän , että ei ollutkaan suden pesässä , waan ihmis=asunnossa , jossa he makasiwat pehmeillä wuoteilla .
 4971962	avata_silmä	   literal	Siinä epätoivoisuudessa , jonka vallassa hän nyt oli , ja vapisten joka kerta , kun ajatteli Rue du Rocherin varrella olevaa huonetta , jossa hänen kohtalonsa nyt ratkaistiin , oli hänellä tämän jälkeen ainoastaan yksi tarkoitusperä , nimittäin saada se käsitys , että mies , joka antoi hänelle käsivartensa , kuului hänelle kaikkineen päivineen , saada hänet , silloin kun hän avasi silmänsä , upottamaan katseensa syvälle hänen katseeseensa .
 4973275	avata_silmä	   literal	Mutta kun he hurmautuneina jälleen avasivat silmänsä , seisoi Flore , joka oli avannut oven , siinä heidän edessään ja katseli heitä .
 4973396	avata_silmä	   literal	Hän avasi silmänsä selki selälleen ja katseli jälleen ympärilleen huoneessa .
 4975132	avata_silmä	   literal	Kun Jacques avasi silmänsä , pyysi Séverine , joka piti hänestä huolta kuten lapsesta , häntä olemaan kiltti ja tottelemaan häntä kaikessa .
 4975434	avata_silmä	   literal	Jacques nukkui raskaasti ja uneksimatta aina kymmeneen saakka , ja kun hän avasi silmänsä , oli hän yksinään ; Séverine pukeutui huoneessaan rapun toisella puolella .
 4975659	avata_silmä	 idiomatic	Tehän avaatte silmänne juuri kuin ette joisi mitään muuta kuin vettä !
 4989953	avata_silmä	   literal	huudahti toinen avaten silmiään , `` minä ymmärrän !
 4992484	avata_silmä	   literal	Toinen auttoi hänet istumaan , niin että hänen selkänsä oli ojanparrasta vasten , ja tuntematon avasi silmänsä ja valitti .
 5000821	avata_silmä	   literal	Sairas avasi silmänsä ja hymyili .
 5001980	avata_silmä	   literal	Collett pysähtyi ja avasi silmänsä suuriksi .
 5008311	avata_silmä	   literal	`` Voi , mikä syytös '' , huudahti Dora , avaten silmänsä selälleen , `` kun sanot , että olet nähnyt minun varastavan kultakelloja !
 5010282	avata_silmä	   literal	`` Niin , mutta minä en tiedä , milloin ne tuodaan esiin , eikä missä ne ovat '' , vastasi Traddles , avaten silmiänsä ; `` ja minua aavistaa , että Mr. Micawber nykyhetken ja lähtönsä välillä varmaan joutuu vankeuden tai ryöstön alaiseksi '' .
 5010419	avata_silmä	   literal	`` Rakas Trot '' , lausui hän , kun avasin silmäni , `` minä en malttanut herättää sinua .
 5011189	avata_silmä	   literal	huudahti Traddles , avaten silmiänsä vanhalla tavallaan .
 5054700	avata_silmä	   literal	Vanha tykkijunkkari avasi silmänsä , nousi ylös ja katsahti merelle päin .
 5055106	avata_silmä	 idiomatic	Kun avaat silmäsi , niin näet , ettei niitä olekaan kuin yksi .
 5074037	avata_silmä	   literal	Minä avasin silmäni ja -- mitä minä näen ?
 5083782	avata_silmä	   literal	He yrittivät ohjata keskustelua tyynemmille vesille ; mutta Ernest avasi silmänsä , katsahti minuun ja hääti heidät pois .
 5088355	avata_silmä	   literal	Ainoastaan kovasti ponnistaen saatoin avata silmäni ja katsella ympärilleni , ja se tuotti minulle sietämätöntä tuskaa .
 5088391	avata_silmä	   literal	Sotamiehen kiväärin paukaus herätti minut , ja kun avasin silmäni , näin George Milfordin , jonka tunsin San Franciscon ajoilta saakka , kaatuvan katukäytävälle .
 5098142	avata_silmä	   literal	Sillä ihmeellinen muutos oli tapahtunut , niin arvoituksellinen , että hän kummissaan avasi silmänsä selälleen .
 5121088	avata_silmä	   literal	Avatessaan silmänsä hän näki ihmeekseen päänsä vieressä Varja-kälyn ompeleman tyynyn .
 5160210	avata_silmä	 idiomatic	-- Sillä -- sanoi hän -- ulkomailla liikkuminen aukoo eteemme laajemmat näköalat , on kuin raittiit tuulahdukset siellä puhaltaisivat päällitsemme ja ... -- ja ennen kaikkea -- keskeytti Hanna Heittnan -- avaa se silmämme näkemään kuinka kallis meille on kotimaamme , eikö niin , Armas ?
 5169846	avata_silmä	   literal	Vanhus avaa silmänsä ja katselee kummissaan miestä , joka seisoo hänen vieressään .
 5178252	avata_silmä	   literal	Jouhipaidan ensi kosketuksesta liikahti lapsi tuskissaan ; unenhorroksissaan hän avasi silmänsä ja oli parahtamaisillaan , mutta isä Tobias piti veistä hänen edessään ja kuiskasi , että ainoakin äännähdys maksoi hänen henkensä .
 5179071	avata_silmä	   literal	Mutta silloin nainen hätkähti , avasi silmänsä ja viittasi kahteen pieneen poikaressuun , jotka seisoivat vierellä käsitysten ja katselivat häntä .
 5181083	avata_silmä	   literal	Äiti lausui moneen kertaan hänen nimensä ; vihdoin hän heräsi ja avasi silmänsä , mutta kauan tuijotti hän huoneessa ympärilleen , ennenkuin täydellisesti palasi tajulleen .
 5181847	avata_silmä	   literal	Äkkiä hän avasi silmänsä ja viittasi ritarin nähdessään erääseen tuoliin , joka oli lähinnä ikkunaa ja johon valo lankesi kirkkaimpana .
 5182111	avata_silmä	   literal	Tuokion kuluttua avasivat he silmänsä ja tuijottivat hämmästyneinä ympärilleen .
 5191684	avata_silmä	   literal	-- Avasin silmäni , nousin unenhoureissani istumaan .
 5196544	avata_silmä	   literal	Kun sairas avaa silmänsä ja näkee unelmansa tyhjiksi , vaipuu hän pian uudelleen samoihin hirmu-unelmiin , joista Stanley sanoo , että hurskas Jobkin olisi sellaisia kärsiessään tullut raivoisaksi ja hurjistunut mielettömäksi .
 5224522	avata_silmä	 idiomatic	Puhdista siis sydämesi ilolle ja avaa silmäsi ja katso ja nauti aikanasi .
 5227267	avata_silmä	   literal	Kun hän avasi silmänsä , oli kaikki hiljaista , mutta tuolilla hänen sänkynsä ääressä istui Klorinda yöpuvussaan , kädet lujasti ristittyinä polven ympärillä ja mustat silmät tuijottaen suoraan eteenpäin rypistyneen otsan alta .
 5238660	avata_silmä	   literal	Thora avasi silmänsä ja näki Annan kutovan sukkaa vuoteensa ääressä .
 5243644	avata_silmä	   literal	Hän avasi silmänsä tyynnytelläkseen sekavien ajatustensa huumaavaa temmellystä ja näki vuoteen vieressä pöydällä puitteessa pienen haalistuneen muotokuvan .
 5256571	avata_silmä	   literal	Hän nousi sitten istualleen vuoteella , avasi silmänsä tuijotellen ympärilleen ja huudahti : `` Voi hiisi !
 5263535	avata_silmä	   literal	Ja Miriam avasi silmänsä ja lausui : `` veljeni ! ''
 5268786	avata_silmä	   literal	Hän avasi silmänsä ja pusersi hänen kättänsä ja hymyili .
 5268801	avata_silmä	   literal	Alroy syleili häntä ja Schirene avasi silmänsä ja hymyili .
 5272925	avata_silmä	   literal	Kun hän uudestaan avasi silmänsä astuessaan linnaan niin tuntui hänestä , että hän nyt juuri olisi viettänyt elämänsä suloisimmat hetket , saanut kokea kaikkein omituisimman ja erittelemättömimmän ja täydellisimmän mielenliikutuksen , jonka mies voi tuntea , nimittäin olla yhtaikaa kahdesta eri naisesta lähtevän samanlaisen hellyyden hurmaamana .
 5278991	avata_silmä	   literal	Niin , hänen raivottarensa saattavat joskus nukkua , mutta aina ne ovat olemassa , aina noissa pimeissä nurkissa , ja nyt ne olivat valveilla ja niiden siipien raudankalske kuului hänen aivoissaan ... Hän avasi silmänsä ja näki katujen vilahtavan ohi -- tuttujen , mutta outojen katujen .
 5300401	avata_silmä	   literal	Kun hän jälleen avasi silmänsä ja kiinnitti ne Olaviin , pilkahti niistä hehkuva lämpö .
 5314459	avata_silmä	   literal	Isä avasi silmiänsä hieman suuremmiksi , katsoen äitiin , mutta ei keskeyttänyt työtään .
 5322469	avata_silmä	   literal	Kun hän verkalleen avasi silmänsä , näki hän edessään pitkäpartaisen miehen ; tällä oli jaloissa karkeat poluskengät , mutta muuten olivat sääret paljaat aina polvien yläpuolelle .
 5334708	avata_silmä	   literal	Vihdoin hän sai asian päästä kiinni , avasi silmänsä selkosen selälleen ja rupesi kysymään kastettavan nimeä .
 5335391	avata_silmä	   literal	Ja hän ihan kirkasee hämmästyksestä , kun hän hetken päästä avaa silmänsä ja teini todellakin seisoo hänen edessään .
 5361468	avata_silmä	   literal	Sven vaan odotti , että äiti heräisi , avaisi silmänsä ja hymyillen kertoisi , että kaikki kivut ja tuskat jo olivat loppuneet .
 5361667	avata_silmä	   literal	`` Kohta sen perästä äiti taas avasi silmänsä ja sanoi : Syleile isää minun puolestani . ''
 5370040	avata_silmä	   literal	Minusta oli jo kulunut iäisyys , kun avasin silmäni ja kuiskeena lausuttu rukoukseni katkesi .
 5371664	avata_silmä	   literal	-- Tule tänne kalliolle istumaan , sanoo hän hiljaa ja avaa silmänsä , joiden terä on ihmeellisen loistava .
